,Job title,Company name,Job description,Job location,Salary,Job type
424,Board Certified Behavior Analyst (BCBA),Ascend Licensed Behavior Analyst PLLC,Familiarity with data collection methods and analysis.Collect and analyze data to track client progress and make necessary adjustments to treatment plans.,"Parsippany, NJ",From $95 an hour,Part-time
425,Senior Business Intelligence Analyst,Student Transportation Of America,"3-5+ years hands-on experience with reporting and analytics solutions: Power BI, azure data stack (data factory, data bricks, data warehouse, data lake, etc),…","Township of Wall, NJ 07719",Pay information not provided,Full-time
426,Financial Analyst (FT),RWJBarnabas Health,"Analyzes data for opportunities and elevates findings to advance to management through written narratives and data analytics,.","Oceanport, NJ 07757",Pay information not provided,Full-time
427,Data Insights Analyst III,Care.com,At least 3+ years of professional experience in a business intelligence analyst and/or data analyst position.Take initiative in solving business questions that…,"New York, NY","$115,000 - $150,000 a year",NaN
428,"Junior Business Analyst (Hybrid - Murray Hill, NJ)",Stage 4 Solutions Inc,"This is a 40-hour-per-week, 5-month contract (possibility of extensions).In this role, you will participate in the elicitation, documentation, analysis, and…","Hybrid remote in Murray Hill, NJ",$22.00 - $26.50 an hour,Contract
429,Data Analyst & Community Engagement Coordinator,City of Jersey City,"Responsible for research and data gathering of national, regional, and local affordable housing data points.Conducts ACS data research as needed.","Jersey City, NJ 07305 (Bergen-Lafayette area)","$60,000 - $63,000 a year",Full-time
430,Senior Business Data Analyst,"Fiserv, Inc.","Proficiency in data governance, data mining and Data analysis.Leading Refinement sessions, reviewing requests and ability to create SQL queries or analyze the…","Berkeley Heights, NJ 07922",Full-time,NaN
431,Risk Adjustment Analyst,Horizon Blue Cross Blue Shield of New Jersey,"Requires a minimum of five (5) years of experience with programming or analytics, preferably in health care, insurance or related field; clinical and medical…","Newark, NJ 07105 (Ironbound area)","$83,000 - $113,295 a year",Full-time
432,Data Analyst,Wind Turbine and Energy Cables,"The responsibilities of a data analyst often include:MS Access: proficient with loading data, writing queries and manipulating data.","Hasbrouck Heights, NJ 07604",NaN,NaN
433,"Business Analyst, Global Strategic Partnerships (6 month contract)",Taboola,Pulling simple and complex data queries to assist in business analysis and upsells.Generating actionable recommendations and optimizations based on data driven…,"Hybrid remote in New York, NY",Contract,NaN
434,RBAC Business Analyst,State Street,"State Street cyber architecture & engineering is looking for outstanding individuals with.Excellent intellectual and analytical capabilities, entrepreneurial…","Jersey City, NJ 07310 (The Waterfront area)","$90,000 - $135,000 a year",Full-time
435,BUSINESS ANALYSTS,Mahaugha,Analyze results to ensure accuracy of data and to produce spreadsheets for delivery to key constituents.Draft functional design requirements and specifications…,"Cranbury, NJ 08512",NaN,NaN
436,Business Analyst (Healthcare experience),Techsara solutions,Client: IBX (Independence Blue Cross (IBX)*.Senior BAs/BSAs sits within PMO.Healthcare is a big plus.,"Jersey City, NJ 07302 (The Waterfront area)",$65 - $70 an hour,Contract
437,Performance Analyst,Talent Team,"Support Development through providing data for foundation reports and requests.The ideal candidate will have a mix of technical knowledge, program/data…","Hybrid remote in Brooklyn, NY 11201","$55,000 a year",Full-time
438,Contract Implementation Analyst,VNS Health,Assists in the development of reports and analyzes data to research/correct discrepancies.Assists in the configuration and maintenance of the claims system…,"Manhattan, NY","$63,800 - $79,800 a year",Full-time
439,Business Analysts,Shastra Business Solutions,Our Business Analysts analyze operations to understand strengths and weaknesses to determine opportunities to automate processes and functions.,"Princeton Junction, NJ 08550",NaN,NaN
440,Risk Management Division Transformation Analyst,"New York Community Bank, a Division of Flagstar...","Minimum experience required: 3-5 years in risk management, compliance and/or audit within the banking industry.(40% of time) Cross-Functional Collaboration:","Hicksville, NY 11801","$83,850 - $137,300 a year",NaN
441,Senior Analyst-Business Intelligence,Verizon,Familiarity with data visualization software.Analyzing data and communicating insights and metrics with key partners.Data Analysis and Insights experience.,"Remote in Basking Ridge, NJ","$70,000 - $129,000 a year",Full-time
442,Business Analyst – Product Owner,NYC Careers,The preferred candidate should possess the following: - 4 years of business analysis and/or project management experience on information technology projects -…,"New York, NY 10004 (Financial District area)","$70,611 - $105,138 a year",Full-time
443,Sr. Business Intelligence Analyst/Data Engineer,Alpha Clinical Systems,"Our company is looking for an Lead Data Business Intelligence Analyst who will be performing following roles and responsibilities: Building, enhancing, testing,…","Piscataway, NJ 08854",Full-time,Monday to Friday
444,Business Implementation Analyst II,Barclays,"5 years of experience in the job offered or a related occupation.Design and execute manual testing, including exploratory testing, ensuring traceability of…","Whippany, NJ 07981",Pay information not provided,NaN
445,Board Certified Behavior Analyst (BCBA),"ASun Star Consulting, Inc.",Must have manual dexterity to perform specific computer and electronic device functions for data collection.Apply and manage ongoing data collection system to…,"East Rutherford, NJ 07073",$60 - $85 an hour,NaN
446,"Korean Bilingual Business Analyst / Ridgefield Park, NJ / Logistics / SN764756",BTI Solutions,Distribute the basic data to group leaders and collect the updated basic data.Distribute budget to group leaders and collect the updated data.,"Ridgefield Park, NJ",Pay information not provided,NaN
447,"Senior Analyst, Digital Marketing Analytics",CMI Media Group,Collaborate with data analytics team to ensure data is being collected from both client and suppliers for objectives and KPI’s.,"Parsippany, NJ 07054",Pay information not provided,NaN
448,Senior Business Analyst (Fixed Income: Rates/Credits/Swap)-Vice President,Sumitomo Mitsui Banking Corporation,"5 years in Interest Rate and Credit cash/derivative trading/risk as a business analyst in front office.Understanding of market data, market making, and pre…","Hybrid remote in New York, NY 10172","$114,000 - $185,000 a year",Full-time
449,Board Certified Behavior Analyst (BCBA),Montclair Speech Therapy,Create an ongoing data collection system to establish baseline and programmatic efficacy for all clients and to analyze data on a frequent and ongoing basis to…,"Montclair, NJ 07042",Pay information not provided,Full-time+1
450,Staff Product Operations Engineer,ZT Systems,"5+ years of relevant experience in data analysis and or project management preferred.The Staff Product Operations Engineer role is a key player, along with…","Secaucus, NJ",Pay information not provided,Full-time
451,Board Certified Behavioral Analyst,Cortica,"Organize and analyze data for progress report writing.Provide monthly supervision to all RBTs and/or BCATs on their pod, completing paperwork and at least 5%…","Warren, NJ 07059",Pay information not provided,Full-time
452,Business Analysis Team Leader - Technical Training Services,PSEG,The Business Analysis Team Leader will play a key strategic role in leading and identifying opportunities to streamline and measure the UOS Technical Training…,"Hybrid remote in Edison, NJ 08837","$90,800 - $149,800 a year",NaN
453,"Analyst, Procurement Operations (HHS/Non-Construction)",NYC Careers,"A four year high school diploma or its educational equivalent plus four years of experience as described in ""2"" above; or.","Manhattan, NY 10007 (Financial District area)","$33,000 - $55,000 a year",Full-time
454,Regulatory and Compliance Analyst,Suburban Propane,"Minimum of 5 years of experience.Ability to research, gather, and analyze data to find solutions to complex situations.","Whippany, NJ 07981",Pay information not provided,NaN
455,Lead Business Analyst - Vault,Cognizant Technology Solutions,"Your expertise in business analysis and Veeva Vault will be instrumental and driving efficiency, compliance, and data management within the organization.","Summit, NJ 07901",Pay information not provided,Full-time
456,"Senior, Business Analyst",Deloitte,"Strong knowledge of data analytics.Collaborating with tax SMEs, business analysts, and application developers to ensure a shared understanding of the business…","New York, NY",Pay information not provided,Full-time
457,Behavior Analyst/BCBA (FT),Kaleidoscope ABA,Analyze data collected to determine program effectiveness.Record data into company software and the individual's confidential file.,"Union, NJ","$78,000 - $91,000 a year",Full-time
